ProjectId,StudyId,Author,Year,ExperimentID,CohortId,InferredSham,ModelType,ModelID,InterventionType,InterventionID,NumberOfAnimals,OutcomeId,TypeOfOutcomeResult,GreaterIsWorse,OutcomeResult,OutcomeError,ErrorType,TimeInMinute,AnnotatorIdStr,DateTimeCreated,Reconciled,Units,idStr,StageIdStr,StudyLabel,Was the size of the filament used for perforation model reported?,Was the perforation entry point reported?,Were the mice intubated?,Which mouse strain was used?,What are the information on mice sex?,Was the location of perforation reported?,Were any methods to reduce postsurgical pain/stress of mice reported,Was intracranial pressure montitored?,Did they use a sham group?,What was the size of the filament used for perforation model?,How were the mice anaesthetised?,What was the number of mice in untreated control group?,How were the animal housing conditions described?,Were animals with immunodepression used for experiments?,Is SAH grade reported?,Which intravenous anaesthetic was used?,How were the other animal housing conditions described?,Which filament was used for perforation model?,Corresponding authors name,Where was the location of perforation?,What is the age of the mice?,Is the age of the mice reported?,Which other anaesthetical procedure was used?,Which intervention was tested?,Which other filament type was used for perforation model?,How was the weight of the mice?,Were information about mouse sex given?,Corresponding author email,Which inhalative anaesthetic was used?,Was the duration of surgical treatment of perforation reported?,What is the number of mice in the sham group?,Which methods to reduce postsurgical pain/stress of mice were used?,Was the number of mice in the untreated control group reported?,Was the number of mice in the sham group reported?,Mouse strain reported?,How long was the duration of surgical treatment of perforation?,Were information about the weight of the mice given?,Where was the perforation entry point?,ExperimentLabel,Experiment label?,How was the timepoint of outcome assessment specified?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Which type of outcome was assessed?,Greater is worse.,Outcome measure units,Outcome measure error type,Outcome assessment procedure label?,ModelLabel,Disease model induction procedure label?,InterventionLabel,Treatment procedure label?
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,84bc8ad1-4563-4c71-aabe-6f65e2746758,16dfa6a8-ac60-4567-9e8d-e54c67d62d2c,,model control,b1c59e10-fba3-4773-8afb-7b4a4241aab0,intervention,98c96ea4-b47d-46a8-8dc9-e13194f216d2,22,86e71f3b-34da-4dc8-ab08-e4fdd209e4c1,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-13 12:58:33,FALSE,%,6c11f83d-18a9-44ec-830c-df68f0b6a0ef,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,,,FALSE,FALSE,not reported,TRUE,,Inhalative,,other conditions,no,TRUE,,,uncoated,Ya Hua,,,TRUE,,MRI scan,,,TRUE,yahua@umich.edu,,FALSE,,,FALSE,TRUE,TRUE,,TRUE,,SHAM,SHAM,,SHAM,SHAM,22,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,c0014544-25ab-4b68-8fd6-706faad65ff8,5b6ec1c9-7cff-4541-a1ae-e0e426b995d0,,model,8f1e2711-c58e-406a-9f7b-f303fa1e7e7e,intervention,98c96ea4-b47d-46a8-8dc9-e13194f216d2,40,86e71f3b-34da-4dc8-ab08-e4fdd209e4c1,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-13 12:58:33,FALSE,%,c2478434-1b88-446e-afee-cd691532db60,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,,,,C57BL/6 mice and LCN2 KO) mice,male,,,,,5-0,,,,,,,Animals were housed under standard 12:12 light‐dark conditions and allowed free water and food,,,,adult,,,,,22-30g,,,isoflurane 5% induction and 1.5-2% maintain,,22,,,,,,,Left ECA,SAH,SAH,,SAH,SAH,40,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,2ede7582-aed1-4000-91d3-1cffec651c25,eb502401-69ab-401f-87d3-304baaa172b6,,model,e70598d9-b865-48ce-8697-087216c6e2c6,intervention,73cf30c6-995e-4ce4-9e2d-46a75a27b16f,40,fad21e3d-75a0-487c-8e32-d87d1c1af3c1,mean,TRUE,0,0,sd,0,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-04 13:27:36,FALSE,%,4651e358-c008-4c7d-986d-2ff1df4ab013,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,,m,TRUE,FALSE,not reported,TRUE,5-0,Inhalative,40,not reported,yes,TRUE,,,other,Ya Hua,internal carotid artery until resistance was feld ,,FALSE,,LCN2 KO,monofilament ,22-30 g,TRUE,yahua@umich.edu,Isoflurane,FALSE,22,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,2,2,,2,2,40,Mortality Rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality Rate,SAH,SAH,SAH,SAH
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,2ede7582-aed1-4000-91d3-1cffec651c25,eb502401-69ab-401f-87d3-304baaa172b6,,model,e70598d9-b865-48ce-8697-087216c6e2c6,intervention,73cf30c6-995e-4ce4-9e2d-46a75a27b16f,40,fad21e3d-75a0-487c-8e32-d87d1c1af3c1,mean,TRUE,0,0,sd,0,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-04 13:27:36,FALSE,%,4651e358-c008-4c7d-986d-2ff1df4ab013,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,,,,C57BL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,2,40,Mortality Rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality Rate,SAH,SAH,SAH,SAH
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,e83c9d05-dc4c-4140-bf85-c9ffc27584cb,7cd3f598-8069-4e47-bffc-1ed7ce5c4834,,model,e70598d9-b865-48ce-8697-087216c6e2c6,intervention control,a2397313-09e6-4bd5-8af2-7b1df16dbf93,22,fad21e3d-75a0-487c-8e32-d87d1c1af3c1,mean,TRUE,0,0,sd,0,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-04 13:27:36,FALSE,%,ddbb38f3-6cb0-4c40-b275-c298bbaa18c8,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,,m,TRUE,FALSE,not reported,TRUE,5-0,Inhalative,40,not reported,yes,TRUE,,,other,Ya Hua,internal carotid artery until resistance was feld ,,FALSE,,LCN2 KO,monofilament ,22-30 g,TRUE,yahua@umich.edu,Isoflurane,FALSE,22,,TRUE,TRUE,TRUE,,TRUE,left external carotid artery,1,1,,1,1,22,Mortality Rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality Rate,SAH,SAH,Sham,Sham
f526e2e8-f447-497e-91ed-9612ef7806ae,bf530f50-f645-4103-8719-029e8d9c9fcb,,2019,e83c9d05-dc4c-4140-bf85-c9ffc27584cb,7cd3f598-8069-4e47-bffc-1ed7ce5c4834,,model,e70598d9-b865-48ce-8697-087216c6e2c6,intervention control,a2397313-09e6-4bd5-8af2-7b1df16dbf93,22,fad21e3d-75a0-487c-8e32-d87d1c1af3c1,mean,TRUE,0,0,sd,0,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-04 13:27:36,FALSE,%,ddbb38f3-6cb0-4c40-b275-c298bbaa18c8,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,,,,C57BL/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,22,Mortality Rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality Rate,SAH,SAH,Sham,Sham
f526e2e8-f447-497e-91ed-9612ef7806ae,c2fed96c-4b03-4ae9-907f-a7f58202e6fa,,2014,67782e91-3097-4ddf-a38a-e65dd30f98e0,f38d5e11-2bf6-43fe-a943-a9e6d8db8e13,,model,b5efedab-f2e3-4d7d-8c75-2a335bfbfc42,intervention,d85eb737-60b3-4202-a4d6-62adf132cab1,19,9367f404-58a8-4fc0-ac10-75062080c015,mean,TRUE,100,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 12:36:41,FALSE,%,f7afb337-ea28-4383-925d-631a039a86e7,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,ddY mice and C57BL/6N mice,male,FALSE,FALSE,yes,TRUE,5-0,Inhalative,46 (ddy) 19(C57BL/6 ),not reported,no,TRUE,,,uncoated, Carl Muroi,,8-10 weeks(ddy) 10-12 weeks(C57BL/6N),TRUE,,different methods for perforation models,,30-35g(ddy); 21-26g(C57BL/6N),TRUE,carl.muroi@ksa.ch,"isoflurane 5% induction, 1.5% maintenance",FALSE,4 (ddy),,TRUE,TRUE,TRUE,,TRUE,ECA,mortality 2,mortality 2,,C57BL/6 ,C57BL/6 ,19,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,C57BL/6 ,C57BL/6 
f526e2e8-f447-497e-91ed-9612ef7806ae,c2fed96c-4b03-4ae9-907f-a7f58202e6fa,,2014,67782e91-3097-4ddf-a38a-e65dd30f98e0,f38d5e11-2bf6-43fe-a943-a9e6d8db8e13,,model,b5efedab-f2e3-4d7d-8c75-2a335bfbfc42,intervention,d85eb737-60b3-4202-a4d6-62adf132cab1,19,9367f404-58a8-4fc0-ac10-75062080c015,mean,TRUE,21,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 12:36:41,FALSE,%,f7afb337-ea28-4383-925d-631a039a86e7,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,ddY mice and C57BL/6N mice,male,FALSE,FALSE,yes,TRUE,5-0,Inhalative,46 (ddy) 19(C57BL/6 ),not reported,no,TRUE,,,uncoated, Carl Muroi,,8-10 weeks(ddy) 10-12 weeks(C57BL/6N),TRUE,,different methods for perforation models,,30-35g(ddy); 21-26g(C57BL/6N),TRUE,carl.muroi@ksa.ch,"isoflurane 5% induction, 1.5% maintenance",FALSE,4 (ddy),,TRUE,TRUE,TRUE,,TRUE,ECA,mortality 2,mortality 2,,C57BL/6 ,C57BL/6 ,19,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,C57BL/6 ,C57BL/6 
f526e2e8-f447-497e-91ed-9612ef7806ae,c2fed96c-4b03-4ae9-907f-a7f58202e6fa,,2014,8373a60d-eddc-438c-a476-1df744713782,fd5e13b7-7e17-4a8c-81b4-b341de05d049,,model,b5efedab-f2e3-4d7d-8c75-2a335bfbfc42,intervention,f784b471-1bd0-46fc-be35-88cbb42fd0dc,46,9367f404-58a8-4fc0-ac10-75062080c015,mean,TRUE,22,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 12:36:41,FALSE,%,53d6fd74-75cf-4dd4-a4e3-6922c4205fdb,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,ddY mice and C57BL/6N mice,male,FALSE,FALSE,yes,TRUE,5-0,Inhalative,46 (ddy) 19(C57BL/6 ),not reported,no,TRUE,,,uncoated, Carl Muroi,,8-10 weeks(ddy) 10-12 weeks(C57BL/6N),TRUE,,different methods for perforation models,,30-35g(ddy); 21-26g(C57BL/6N),TRUE,carl.muroi@ksa.ch,"isoflurane 5% induction, 1.5% maintenance",FALSE,4 (ddy),,TRUE,TRUE,TRUE,,TRUE,ECA,mortality 1,mortality 1,,DDY,DDY,46,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,ddy,ddy
f526e2e8-f447-497e-91ed-9612ef7806ae,c2fed96c-4b03-4ae9-907f-a7f58202e6fa,,2014,8373a60d-eddc-438c-a476-1df744713782,fd5e13b7-7e17-4a8c-81b4-b341de05d049,,model,b5efedab-f2e3-4d7d-8c75-2a335bfbfc42,intervention,f784b471-1bd0-46fc-be35-88cbb42fd0dc,46,9367f404-58a8-4fc0-ac10-75062080c015,mean,TRUE,7,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 12:36:41,FALSE,%,53d6fd74-75cf-4dd4-a4e3-6922c4205fdb,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,ddY mice and C57BL/6N mice,male,FALSE,FALSE,yes,TRUE,5-0,Inhalative,46 (ddy) 19(C57BL/6 ),not reported,no,TRUE,,,uncoated, Carl Muroi,,8-10 weeks(ddy) 10-12 weeks(C57BL/6N),TRUE,,different methods for perforation models,,30-35g(ddy); 21-26g(C57BL/6N),TRUE,carl.muroi@ksa.ch,"isoflurane 5% induction, 1.5% maintenance",FALSE,4 (ddy),,TRUE,TRUE,TRUE,,TRUE,ECA,mortality 1,mortality 1,,DDY,DDY,46,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,ddy,ddy
f526e2e8-f447-497e-91ed-9612ef7806ae,cf210ee3-a04e-4036-a0d9-238e7caf7a06,,2020,84f8b01e-56bf-411d-a64f-31f97fde4bb6,e20ecb52-5b6c-4a78-91fd-2db55462a860,,model,e537a873-33fd-45aa-86c0-1ad8251cb8df,intervention,ea11e051-43fc-42c7-a70a-f8c3dec7f3c7,100,3390f79a-2bdd-47b9-a61d-46f58d188b0f,median,TRUE,17.3,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-19 18:43:34,FALSE,%,42549798-8d23-45c1-9885-55bdd17f9515,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,no,C57BL/6 ,male,FALSE,FALSE,no,TRUE,5-0 nylon monofilament,Injective,,other conditions,no,TRUE,Pentobarbital (40 mg/kg) ,Mice were raised at a controlled temperature under a 12-hour light-dark cycle. Freshwater and enough food were available to mice.,uncoated,Chaohui Jing,,adult,TRUE,,Gadolinium trichloride,,20-25g,TRUE, jingchaohui@xinhuamed.com.cn,,FALSE,,,FALSE,FALSE,TRUE,,TRUE,left ECA,mortality overall,mortality overall,,SAH,SAH,100,mortality,Median,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d4d7776b-93ce-43d4-a9b4-4278088aa35f,,2017,e0817466-c635-48d3-a56a-d59cc6af1940,d92cf3ac-287a-45b4-8617-62a52f69b885,,model,5b3b58b5-66a8-4ccd-8717-bdd4b585456a,intervention,147d4ee6-ea40-4d89-b337-3330a48a7716,93,c69e44ac-3dc0-4fad-90e4-02a436a8838c,mean,TRUE,30.1,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 18:51:05,FALSE,%,209b75d7-270a-44b1-9065-91c36ebfc768,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon suture,Injective,,not reported,no,TRUE,tribromoethanol (250 μg/g body weight,,uncoated,Hidenori Suzuki,the bifurcation of the left anterior (ACA) and middle cerebral arteries (MCA),,FALSE,,IAXO-102,,25-30g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,21,,FALSE,TRUE,TRUE,,TRUE,Left ECA,SAH mortality ,SAH mortality ,,SAH,SAH,93,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d4d7776b-93ce-43d4-a9b4-4278088aa35f,,2017,02e1957d-cd10-42eb-afab-61f68eddb9ce,1ad23d87-b0e9-4533-90c7-cac9594f9132,,model,5b3b58b5-66a8-4ccd-8717-bdd4b585456a,intervention,f0983656-43e2-4dcb-827a-845e2c923557,30,c69e44ac-3dc0-4fad-90e4-02a436a8838c,mean,TRUE,13.3,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 18:51:05,FALSE,%,b0fb6bdd-9331-49be-89e9-b87da83abda3,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon suture,Injective,,not reported,no,TRUE,tribromoethanol (250 μg/g body weight,,uncoated,Hidenori Suzuki,the bifurcation of the left anterior (ACA) and middle cerebral arteries (MCA),,FALSE,,IAXO-102,,25-30g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,21,,FALSE,TRUE,TRUE,,TRUE,Left ECA,SAH+PBS mortality,SAH+PBS mortality,,SAH+PBS,SAH+PBS,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,PBS,PBS
f526e2e8-f447-497e-91ed-9612ef7806ae,d4d7776b-93ce-43d4-a9b4-4278088aa35f,,2017,c1d16da1-14e6-49c8-8550-034706bf0c8a,d1b3d4bc-344f-46f2-8a7e-08ebcab9cbf2,,model,f0b0deea-ec29-476c-b695-7174d1ac2369,intervention,147d4ee6-ea40-4d89-b337-3330a48a7716,21,c69e44ac-3dc0-4fad-90e4-02a436a8838c,mean,TRUE,0,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 18:51:05,FALSE,%,8c5a590f-447e-4661-8b1b-a962ba9ba40e,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon suture,Injective,,not reported,no,TRUE,tribromoethanol (250 μg/g body weight,,uncoated,Hidenori Suzuki,the bifurcation of the left anterior (ACA) and middle cerebral arteries (MCA),,FALSE,,IAXO-102,,25-30g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,21,,FALSE,TRUE,TRUE,,TRUE,Left ECA,SHAM mortality,SHAM mortality,,SHAM,SHAM,21,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d4d7776b-93ce-43d4-a9b4-4278088aa35f,,2017,c1d16da1-14e6-49c8-8550-034706bf0c8a,d1b3d4bc-344f-46f2-8a7e-08ebcab9cbf2,,model,f0b0deea-ec29-476c-b695-7174d1ac2369,intervention,147d4ee6-ea40-4d89-b337-3330a48a7716,21,c69e44ac-3dc0-4fad-90e4-02a436a8838c,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-17 18:51:05,FALSE,%,8c5a590f-447e-4661-8b1b-a962ba9ba40e,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,sharpened 4–0 monofilament nylon suture,Injective,,not reported,no,TRUE,tribromoethanol (250 μg/g body weight,,uncoated,Hidenori Suzuki,the bifurcation of the left anterior (ACA) and middle cerebral arteries (MCA),,FALSE,,IAXO-102,,25-30g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,21,,FALSE,TRUE,TRUE,,TRUE,Left ECA,SHAM mortality,SHAM mortality,,SHAM,SHAM,21,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d9b32b94-334f-4bf7-bf75-2b74b39c4d75,,2014,34e92bd8-2684-4fe4-a9e7-86e00f60d885,9e301bd3-5f05-4319-88fb-cb213826acf7,,model,719e282c-4bef-4b0b-94b9-898c57468d86,intervention,9783d70e-377f-408e-bb4f-e15e7499cf97,15,2f1c0509-eb4e-424a-af5d-7e69ab2e1004,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 11:38:45,FALSE,%,e286f30b-514a-4a48-b2ab-154eac93d0e3,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,carl.muroi@ksa.ch,male,TRUE,FALSE,yes,TRUE,5-0,Inhalative,27,not reported,no,TRUE,,,uncoated,Carl Muroi,the circle of Willis,,FALSE,,ADAMTS-13,,22-26 g,TRUE,carl.muroi@ksa.ch,lsoflurane 5% induction; 1.5% maintenance,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SHAM,SHAM,,SHAM,SHAM,15,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d9b32b94-334f-4bf7-bf75-2b74b39c4d75,,2014,823f1fa3-ba46-4aaf-8822-9b2e4db94e68,84c2afbf-3cfa-4c6f-ad06-67882e450c35,,model,08a99050-6988-426a-a981-4a66d4a5e4b2,intervention,9783d70e-377f-408e-bb4f-e15e7499cf97,27,2f1c0509-eb4e-424a-af5d-7e69ab2e1004,mean,TRUE,22,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 11:38:45,FALSE,%,5150553b-c1c0-449d-bc98-3d7690dbf297,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,carl.muroi@ksa.ch,male,TRUE,FALSE,yes,TRUE,5-0,Inhalative,27,not reported,no,TRUE,,,uncoated,Carl Muroi,the circle of Willis,,FALSE,,ADAMTS-13,,22-26 g,TRUE,carl.muroi@ksa.ch,lsoflurane 5% induction; 1.5% maintenance,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH,SAH,,SAH,SAH,27,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d9b32b94-334f-4bf7-bf75-2b74b39c4d75,,2014,9eca3860-9a08-4249-947d-0ec377fd3c12,eec71127-555d-46be-95a8-5db08368589e,,model,08a99050-6988-426a-a981-4a66d4a5e4b2,intervention control,e9ae125d-c6d5-43a2-9917-6d9e019de822,25,2f1c0509-eb4e-424a-af5d-7e69ab2e1004,mean,TRUE,24,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 11:38:45,FALSE,%,6ba948ec-2235-4a93-8840-cde412a9b078,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,carl.muroi@ksa.ch,male,TRUE,FALSE,yes,TRUE,5-0,Inhalative,27,not reported,no,TRUE,,,uncoated,Carl Muroi,the circle of Willis,,FALSE,,ADAMTS-13,,22-26 g,TRUE,carl.muroi@ksa.ch,lsoflurane 5% induction; 1.5% maintenance,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,SAH+NaCl,SAH+NaCl,,SAH+NaCL,SAH+NaCL,25,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,0.9% NaCl,0.9% NaCl
f526e2e8-f447-497e-91ed-9612ef7806ae,d9b32b94-334f-4bf7-bf75-2b74b39c4d75,,2014,949a5295-c0ef-4fbc-b75b-e1b1a4a659fc,e85c91f4-18c9-4ed6-9532-058c0713cdc5,,model,08a99050-6988-426a-a981-4a66d4a5e4b2,intervention,9783d70e-377f-408e-bb4f-e15e7499cf97,15,2f1c0509-eb4e-424a-af5d-7e69ab2e1004,mean,TRUE,20,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-21 11:38:45,FALSE,%,cba86bef-67b6-499e-826f-f67bde0a8086,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,carl.muroi@ksa.ch,male,TRUE,FALSE,yes,TRUE,5-0,Inhalative,27,not reported,no,TRUE,,,uncoated,Carl Muroi,the circle of Willis,,FALSE,,ADAMTS-13,,22-26 g,TRUE,carl.muroi@ksa.ch,lsoflurane 5% induction; 1.5% maintenance,FALSE,15,,TRUE,TRUE,TRUE,,TRUE,ECA,experiment 1 mortality,experiment 1 mortality,,experiment 1,experiment 1,15,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,d9e5f446-a472-40b8-a4b9-3ea1cd0cf8bf,,2016,dd1e579f-1a29-46af-85a9-c5c41f11a416,88b3e5aa-7e99-417b-9ef5-80affdcd2597,,model,c6eeadfd-c8aa-455c-95fe-97f0e7c31e65,intervention,07e5494f-f873-4928-a70a-6c13bcbf303b,17,0110ce92-5a7e-48d8-8d20-3638a5eb244c,mean,TRUE,82,76,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-13 09:36:18,FALSE,%,f62be04b-c3e3-49dd-82c2-75a04f512d11,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57Bl/6J ,male,FALSE,FALSE,not reported,FALSE,,Not reported,9,not reported,no,TRUE,,,not reported,Carl Muroi,,,FALSE,,MRI,,21-25g,TRUE,carl.muroi@hispeed.ch,,FALSE,,,TRUE,,TRUE,,TRUE,,SAH grade,SAH grade,,SAH grade,SAH grade,17,SAH grade,Mean,SAH grade,TRUE,%,SD,SAH grade,SAH,SAH,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,d9e5f446-a472-40b8-a4b9-3ea1cd0cf8bf,,2016,61ce220d-0be6-4d7e-a1a1-e7934442ba8f,3b01bd5c-1526-49a0-8241-1f6f20f58492,,model,c6eeadfd-c8aa-455c-95fe-97f0e7c31e65,intervention,07e5494f-f873-4928-a70a-6c13bcbf303b,17,3e533a39-6e52-4573-8c66-dce64cd6b946,mean,TRUE,33.33,0,sd,4,1d362025-1467-4810-8d69-52df43b69821,2021-10-13 09:36:18,FALSE,%,3b92e1cc-4816-45e0-8e1e-2afd625b76aa,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57Bl/6J ,male,FALSE,FALSE,not reported,FALSE,,Not reported,9,not reported,no,TRUE,,,not reported,Carl Muroi,,,FALSE,,MRI,,21-25g,TRUE,carl.muroi@hispeed.ch,,FALSE,,,TRUE,,TRUE,,TRUE,,observation of SAH,observation of SAH,,SAH,SAH,17,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,MRI scan,MRI scan
f526e2e8-f447-497e-91ed-9612ef7806ae,d9e5f446-a472-40b8-a4b9-3ea1cd0cf8bf,,2016,61ce220d-0be6-4d7e-a1a1-e7934442ba8f,3b01bd5c-1526-49a0-8241-1f6f20f58492,,model,c6eeadfd-c8aa-455c-95fe-97f0e7c31e65,intervention,07e5494f-f873-4928-a70a-6c13bcbf303b,17,3e533a39-6e52-4573-8c66-dce64cd6b946,mean,TRUE,58.8,0,sd,6,1d362025-1467-4810-8d69-52df43b69821,2021-10-13 09:36:18,FALSE,%,3b92e1cc-4816-45e0-8e1e-2afd625b76aa,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,FALSE,FALSE,not reported,C57Bl/6J ,male,FALSE,FALSE,not reported,FALSE,,Not reported,9,not reported,no,TRUE,,,not reported,Carl Muroi,,,FALSE,,MRI,,21-25g,TRUE,carl.muroi@hispeed.ch,,FALSE,,,TRUE,,TRUE,,TRUE,,observation of SAH,observation of SAH,,SAH,SAH,17,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,MRI scan,MRI scan
